,Text,Cluster
1335565389602820097,"Subject of Trump pardon-for-pay scheme has apparently been revealed, but more mysteries remain https://t.co/lIdCwywnmX",2
1335565389602942977,"RT @TheRISEofROD: FIGHT FOR TRUMP!

FIGHT FOR TRUMP!

FIGHT FOR TRUMP!
https://t.co/WUp1YvNAYK",0
1335565389644763138,"RT @VeilofRosess: The change in expressions in every passing minute

I vote #VishalVashishtha for Ishq Mein Marjawan 2 

#TVPersonalityWith…",2
1335565389728768000,"RT @ahlovehjs: I say that we vote the hell up on MAMA next year and improve our digitals, streaming and votings so that they wont have any…",2
1335565389921705984,"RT @VanCougat: Delusion @PrayerHarbor  Makes me gag Are you blind?  He's not fighting for anyone except #WeirdoTrump #FBR  #Resistance

G @…",2
1335565389925916673,RT @DineshDSouza: It’s in @KLoeffler and @Perduesenate’s own interest to “fight for Trump.” Anger over this stolen election is a powerful m…,0
1335565389993029635,"RT @thejosephmireku: It is critical that after you thumbprint the slot for your preferred candidate, you fold the ballot paper vertically (…",2
1335565390034984961,RT @TheDemCoalition: The former Vice Presidential nominee told FOX Business' Neil Cavuto that the Trumps attending Joe Biden's inauguration…,2
1335565390097879041,"RT @ron_carver: Good!

👉I hope he holds rally’s in all these a-holes states and districts.

👉 Primarying every rino in the country

Let’s s…",2
1335565390303268866,"RT @BandyXLee1: So is the scandal of misleading the public into believing that mental health is different from physical health, somehow sub…",2
1335565390311723008,"RT @ericbolling: Hey Chris
Are you going to ask Brennan why he supports an Iranian regime that encourages chants of “Death to America” and…",2
1335565390437441536,RT @McFaul: Absolutely shocking data. Historians will record Trump's dereliction of duty during this pandemic as one of the greatest presid…,2
1335565390446006273,"RT @EmeraldRobinson: What's sad is that @JedediahBila gets her ""facts"" from two sources: TMZ and the DNC.",2
1335565390693494784,@jeonscars I realky hooe that everything will be fine. I hope that maybe they will also let ifans vote. I was wondering if we need to make accounts to vote or if we can use the ones that we used to vote on mama?,2
1335565390718656512,@DiegoIOO @GovKemp @ClarkHoward @ugaaccidentals @mygpb I'll be voting against Warnock and  Ossoff. I can promise  you  that. What I can't promise is that my vote won't go towards them anyway. The  stealing is real.,2
1335565390789787648,RT @LindizzLinz: The People of Georgia #FightForTrump 🇺🇸🇺🇸🇺🇸,0
1335565390987063296,RT @Thomas1774Paine: ‘Fine Me’: Texas Trump Supporters Defy COVID-19 Curfew near the Alamo https://t.co/jolvYp0whb,2
1335565391553306624,"RT @ericbolling: Hey Chris
Are you going to ask Brennan why he supports an Iranian regime that encourages chants of “Death to America” and…",2
1335565391611957248,"RT @SaraCarterDC: The Dems (Leftists), Rhinos expect us to not fight for #ElectionIntegrity -MAGA is a movement @realDonaldTrump exposed th…",2
1335565391855312896,RT @realDonaldTrump: Thank you Christina! https://t.co/0ADausqhat,0
1335565391880474624,@SCUBANERDMiami @DelNumber1 @CBSNews Believe it.  The numbers don’t lie. tRump does.,2
1335565391893041152,"RT @Semiogogue: @LLinWood @KLoeffler @sendavidperdue @BrianKempGA Suckers vote for people to do in future what they won't do now.

Simple a…",0
1335565391943200771,"RT @Lrihendry: Arizona has Biden winning by 10,000 votes but there are 300,000 fraudulent Biden votes.",0
1335565391951765504,RT @CodeMonkeyZ: Ill put out info as we get closer to the runoffs about how poll watchers can help keep the dominion representatives honest.,2
1335565391968546816,"RT @ToscaAusten: Barely a week later and Biden’s fractured foot is miraculously healed. No limp. Normal gait. 
A hitch in Joe’s giddy up.…",2
1335565392043855872,.@realDonaldTrump talk about election fraud. @JoeBiden @SenKamalaHarris https://t.co/37RxGHwG3h,0
1335565392228409347,RT @tooronlists: You may be wondering why Georgia is becoming the Republican flashpoint fighting against Democracy. Because Atlanta has mor…,0
1335565392954187778,"RT @MarkGar20120949: @Kabamur_Taygeta Amen amen and amen! Our Earth needs us to wake up, rise up, and hold the line. Trump is one man a ver…",2
1335565392987697152,"RT @JohnJHarwood: Trump has proven that all the warnings from @RepAdamSchiff during impeachment proceedings were precisely accurate

and th…",2
1335565393096830977,@ShelleyBlodgett “With some exceptions”.  Such a diplomatic way of pointing a finger at Trump.,2
1335565393147080710,*with Trump,0
1335565393180700672,"RT @Vinylpoodle: @defendhorsescan @deverraislpe @JustinTrudeau  @NancyPelosi  @JoeBiden  @ReturnToFreedom  @Joni_Looking  Help , please reT…",2
1335565393260376064,@ScottBaio The low life people who say things like that all vote Democrat.,0
1335565393272872966,"RT @AudreyStJames1: This is a list of Trump's corruption, cruelty, racism and flat out stupidity. There's pages of it👇😠

https://t.co/ju0Bt…",2
1335565393365250048,RT @ArtValley818_: President Trump woke the world up.,0
1335565393545478145,"RT @BrunoAmato_1: If Democrats were the majority in the Senate, Covid relief would have happened 5 months ago. Everyone in food lines, bein…",2
1335565393608531970,@Enoughalreadyb2 @BiggestI @lawindsor @AOC And on Twitter &amp; Trump rallies. (And Parler (sp)? The new place for right wing conspiracies involving Govt coups to be spun and made up. The more expansive and far out from realm of reality the better!,2
1335565393746857984,"RT @JohnJHarwood: Trump has proven that all the warnings from @RepAdamSchiff during impeachment proceedings were precisely accurate

and th…",2
1335565393755246592,"RT @kurtbardella: The next time you hear a Republican talk about national security, intelligence, keeping our country safe, all of those po…",2
1335565393759326210,"RT @NishaSaxena911: I vote #VishalVashishtha for Ishq Mein Marjawan 2 

#TVPersonalityWithRajBaddhan

@BizAsia @SabrasRadio @RajBaddhan 
 41",1
1335565393780412416,"@cspanwj 
I give psychiatric help, Diana. 
https://t.co/NTjwB26ziE

""If I were a psychiatrist in New York I would triple my rates right now. The DEMOCRAT is going to need them."" Rudy Giuliani 

That is very good news. 
/s/ Dr. Cigman Freud https://t.co/i0MG1KTJ3i",2
1335565393788887042,RT @WolffWaldo: Poor dog. I think he deserves somebody better than a millonaire supporting a dictator.,2
1335565393818243072,RT @ProjectLincoln: 26. Only 26 Republicans in Congress have recognized @JoeBiden as President-Election. An absolute abomination. Here's a…,2
1335565393847586818,RT @Alfababe111: Battle cry is heaven to my ears ❤️🇺🇲🇬🇧 #FightForTrump,2
1335565393902104576,RT @EmilyDenver8: #MAGAIsCancelled because Biden won and made Trump the the worst loser in American history https://t.co/WyRl68WJnV,0
1335565393969238016,@glennkirschner2 @JoeBiden How about Adam Schiff?,2
1335565393985880066,"RT @TX_WalkerRanger: How are you feeling about a Trump Victory?? 

TONIGHT HE SAID WE WILL NOT SURRENDER.",0
1335565394094993411,"RT @MrAndyNgo: Anti-Trump protester uses racial slurs and spits on people at pro-Trump gathering in Denver, Colo. yesterday. He threatens t…",2
1335565394145374208,RT @Liz_Wheeler: Vote Gavin Newsom out of office. Period.,2
1335565394166288384,"RT @BrandonStraka: Way to go, Trump supporters!!!",0
1335565394166341632,"@LLinWood But if no Republicans vote and all of the demon-rats do vote then they win in a land slide, that's just stupid...  There's better ways to handle this than just letting them steal an election again...",2
1335565394237681664,RT @JosephJFlynn1: Any GOP hacks that are cheering about Trump “going away” better think long and hard ...last night’s rally sent them a ve…,0
1335565394258644992,Congratulations on crafting the dumbest tweet of the year https://t.co/Ht2ojwd3K9,2
1335565394308976640,"RT @Fatiha44383350: I vote #SurbhiChandna for Naagin5 
#TVPersonalityWithRajBaddhan 
@RajBaddhan @SabrasRadio @BizAsia https://t.co/b33KiO3…",1
1335565394300596224,"@firestickthat @DarvasNicholas @CNNPolitics I’ve seen texts of trump campaign asking for $35 and it will guarantee they win the election, that is exactly what it says .This is fraud. They are openly stealing money for trumps own pocket.  He can’t win it’s over for him Biden will be the next president.",0
1335565394338336768,RT @ChapoUnleashed: We all know #QuidProJoe and the #BidenCrimeFamily  are involved in some shady business in the #Ukraine ... that stuff a…,2
1335565394480807936,"@mikehahn_ @realDonaldTrump Once again, just show the totally stupidity of Trump followers, no masks, no social distancing and worse even the two candidates support this, which just shows their ignorance and arrogance too.",0
1335565394497691649,How Biden defeated the MAGA internet campaign strategy https://t.co/WPSTPNh9GE,0
1335565394501779456,"RT @Harparbar: I can't vote in Georgia but if I could I would just for the music (and the photography...and, yeah, the message!)",2
1335565394682187777,"RT @LeahR77: 66,000 plus votes came in for Biden in GA from kids 17 and under ... YESSSS that’s FRAUD !",0
1335565394720010241,"RT @Breaking911: PRESIDENT TRUMP: “They rigged our Presidential election, but we will still win it. We will still win it.”

“We’ll be going…",0
1335565394824859648,RT @WordswithSteph: A vote for Warnock and Ossoff is a vote for economic stimulus for Georgians. Pass it on.,2
1335565394875211777,"The @VA_GOP hasn’t won statewide since 2009 but, sure, a third party bid would “hand the Executive Mansion to Democrats.” https://t.co/gAv018SAsu",2
1335571115863891969,⬇️⬇️⬇️This https://t.co/UH3Pi8OC2j,2
1335571116560093185,You disappointed a lot of Patriots by not talking about Election integrity or fighting for President Trump last night.  He needs you so I hope people will vote your way but remember who you're fighting for-America!  @Perduesenate #FightforPresidentTrump https://t.co/AZ15yKm3du,0
1335571116878831616,"RT @erum_tweets: I vote #HellyShah for Ishq Mein Marjawan 2 

#TVPersonalityWithRajBaddhan 

@BizAsia @SabrasRadio @RajBaddhan
 
Four hundr…",1
1335571116979441665,"RT @huangsichengs: we can still vote??? 
#MAMAvote #NCT",2
1335571117038243842,"RT @TheTNHoller: TRUMP: ""We're all victims. All these thousands of people here tonight. Every one of you.""

Exactly what today’s GOP feels.…",0
1335571117050912770,Right https://t.co/TMkdP2hqTg,2
1335571117050916864,Fight for Trump! https://t.co/wh0XUoAlub,0
1335571117105246211,"@bernadette_tara @jambamthnkyadan @RashidaTlaib @ninaturner YES * YES * YES
⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️

https://t.co/r6ewbXeHKW",2
1335571117122129920,RT @LLinWood: I plan to stay the course. I will never vote for a candidate who refuses to fight for an honest election. They put themselves…,0
1335571117294178306,"RT @LLinWood: Our President @realDonaldTrump is loyal. He praised @KLoeffler &amp; @sendavidperdue tonight in GA.

Will Kelly &amp; David return lo…",0
1335571117348630528,RT @retirewcashflow: BREAKING REPORT: Ukrainian Law Enforcement Arrest Individual Allegedly Attempting to End Investigation Into Burisma an…,2
1335571117503864835,"RT @Dknight10k: If you voted for Joe Biden, like and retweet this. Prove to Republicans that the election wasn't rigged and Biden just kick…",0
1335571117533171714,"RT @Shaddilay: MI6, Mosaad, Bush Fam, CIA &amp; Obama, built this election fraud system, installed it across America, ran it out of Scytl &amp; a g…",2
1335571117570973697,RT @GenFlynn: .@Raiklin continues to do amazing analysis on the state of play in our election process. His chart is well worth studying.…,0
1335571117759733760,"RT @BrandonStraka: A tale of 2 tweets. @AdamSchiff, the man who looks like an ancient curse brought a ventriloquist doll to life, tweets 11…",2
1335571117809889283,"RT @erum_tweets: I vote #HellyShah for Ishq Mein Marjawan 2 

#TVPersonalityWithRajBaddhan 

@BizAsia @SabrasRadio @RajBaddhan
 
Four hundr…",1
1335571117860327424,"@JoeBiden #StopTheSteaI2020   #StopTheSteaI2020   CHEATER, FRAUD @JoeBiden is NOT my president!!!!",0
1335571118040735744,"RT @RoscoeBDavis1: DeKalb County Cannot Find Chain Of Custody Records for Absentee Ballots....😲

""Most Secure Election Ever?""🤔",0
1335571118095298566,RT @charliekirk11: Any “conservative” who tells you to ignore Georgia’s runoff is in direct defiance of President Trump and what is good fo…,0
1335571118153842689,RT @BIGRED64467982: Just watched President Trump at the rally in Georgia. Sure did love hearing him speak again...&amp; when the crowd chanted…,0
1335571118455865345,"@AshlineBrian @krislieberman1 @cubs_ricky @KamalaHarris @JoeBiden He doesn’t believe in school choice TODAY. That is still discriminatory to poor districts. His son Hunter earned money TODAY for dealings in Ukraine, China and Russia. So I know what I’m talking about.",2
1335571118464393216,"RT @ElizabethDream9: ""The party told you to reject the evidence of your eyes and ears.""

Our country has been paying the price for 4 years.…",2
1335571118548267009,"RT @HillaryClinton: .@JoeBiden, please get this done. https://t.co/KoYJlirOGQ",0
1335571118623748097,"RT @Lrihendry: Key battleground states showing massive election fraud, voting irregularities totally erase Biden‘s lead. https://t.co/3fAbJ…",0
